id,genres1,genres2,genres3
31846,Romance,Drama,Drama
93129,Comedy,Action,Action
119799,Drama,Documentary,Documentary
27510,Drama,Documentary,Documentary
75741,Drama,Drama,Drama
62357,Drama,Comedy,Comedy
19453,Comedy,Comedy,Comedy
3998,Crime,Action,Action
123561,Sci-Fi,Horror,Horror
101781,Comedy,Drama,Drama
88310,Horror,Horror,Horror
60970,Comedy,Documentary,Documentary
32229,Romance,Drama,Drama
111494,Comedy,Comedy,Comedy
76493,Documentary,Comedy,Comedy
59030,Documentary,Documentary,Documentary
7091,Thriller,Thriller,Thriller
89159,Documentary,Documentary,Documentary
86904,Comedy,Comedy,Comedy
1825,Comedy,Documentary,Documentary
9644,Drama,Drama,Drama
74252,Comedy,Comedy,Comedy
12188,Romance,Romance,Romance
7415,Comedy,Comedy,Comedy
98577,Thriller,Documentary,Documentary
46623,Documentary,Documentary,Documentary
7411,Horror,Horror,Horror
11436,Thriller,Thriller,Thriller
3989,Action,Horror,Horror
38928,Comedy,Action,Action
64299,Drama,Drama,Drama
36303,Horror,Horror,Horror
99697,Documentary,Documentary,Documentary
5543,Drama,Documentary,Documentary
11344,Comedy,Romance,Romance
10124,Comedy,Comedy,Comedy
107363,Comedy,Comedy,Comedy
129510,Comedy,Drama,Drama
97883,Horror,Horror,Horror
107417,Sci-Fi,Action,Action
99808,Horror,Horror,Horror
30344,Comedy,Comedy,Comedy
113408,Action,Action,Action
86587,Drama,Drama,Drama
48928,Comedy,Comedy,Comedy
108242,Documentary,Action,Action
36759,Horror,Horror,Horror
108412,Comedy,Comedy,Comedy
88955,Drama,Comedy,Comedy
126302,Thriller,Horror,Horror
128930,Horror,Horror,Horror
94519,Horror,Horror,Horror
85016,Comedy,Comedy,Comedy
90634,Documentary,Documentary,Documentary
10351,Horror,Horror,Horror
11511,Horror,Horror,Horror
5130,Action,Drama,Drama
67862,Documentary,Documentary,Documentary
60923,Documentary,Documentary,Documentary
89719,Action,Horror,Horror
113749,Comedy,Comedy,Comedy
11624,Romance,Comedy,Comedy
1925,Action,Action,Action
98477,Documentary,Drama,Drama
113416,Comedy,Action,Action
571,Comedy,Comedy,Comedy
28276,Documentary,Documentary,Documentary
84539,Action,Horror,Horror
6598,Action,Documentary,Documentary
9155,Horror,Horror,Horror
5482,Romance,Romance,Romance
49094,Romance,Comedy,Comedy
3507,Documentary,Documentary,Documentary
53266,Comedy,Comedy,Comedy
109552,Horror,Horror,Horror
536,Adventure,Adventure,Adventure
56903,Action,Thriller,Thriller
57992,Comedy,Drama,Drama
86919,Romance,Thriller,Thriller
10407,Horror,Horror,Horror
2974,Horror,Thriller,Thriller
95539,Thriller,Thriller,Thriller
11477,Comedy,Action,Action
110154,Drama,Documentary,Documentary
128735,Comedy,Comedy,Comedy
90673,Horror,Horror,Horror
10845,Documentary,Documentary,Documentary
30059,Comedy,Comedy,Comedy
110164,Thriller,Thriller,Thriller
99068,Documentary,Drama,Drama
85934,Comedy,Comedy,Comedy
63363,Horror,Horror,Horror
22196,Documentary,Documentary,Documentary
9964,Romance,Romance,Romance
18548,Documentary,Horror,Horror
56840,Drama,Thriller,Thriller
22805,Drama,Documentary,Documentary
69843,Action,Action,Action
73543,Documentary,Documentary,Documentary
87735,Documentary,Documentary,Documentary
32589,Horror,Horror,Horror
61914,Drama,Thriller,Thriller
22903,Comedy,Comedy,Comedy
9294,Horror,Horror,Horror
110389,Comedy,Comedy,Comedy
3529,Action,Action,Action
63568,Comedy,Comedy,Comedy
19896,Documentary,Documentary,Documentary
85810,Horror,Horror,Horror
5831,Action,Action,Action
239,Horror,Documentary,Documentary
116244,Comedy,Comedy,Comedy
122785,Documentary,Documentary,Documentary
72822,Horror,Thriller,Thriller
39280,Documentary,Drama,Drama
7824,Comedy,Documentary,Documentary
6838,Adventure,Adventure,Adventure
52819,Comedy,Comedy,Comedy
3961,Horror,Adventure,Adventure
53054,Comedy,Romance,Romance
7752,Comedy,Comedy,Comedy
102750,Horror,Horror,Horror
107236,Documentary,Documentary,Documentary
16252,Comedy,Comedy,Comedy
97297,Horror,Horror,Horror
11374,Horror,Horror,Horror
86259,Action,Action,Action
86141,Comedy,Documentary,Documentary
2860,Adventure,Romance,Romance
31197,Horror,Horror,Horror
56864,Action,Action,Action
35974,Sci-Fi,Thriller,Thriller
42423,Comedy,Comedy,Comedy
9688,Documentary,Documentary,Documentary
5787,Action,Action,Action
66615,Comedy,Horror,Horror
97739,Comedy,Comedy,Comedy
53686,Documentary,Documentary,Documentary
31701,Comedy,Romance,Romance
52023,Action,Action,Action
119682,Romance,Romance,Romance
87681,Documentary,Documentary,Documentary
45852,Comedy,Comedy,Comedy
18617,Thriller,Thriller,Thriller
51822,Drama,Drama,Drama
12312,Drama,Documentary,Documentary
90363,Horror,Romance,Romance
125824,Comedy,Comedy,Comedy
120691,Drama,Comedy,Comedy
1364,Adventure,Adventure,Adventure
32740,Comedy,Drama,Drama
108202,Drama,Drama,Drama
9098,Documentary,Documentary,Documentary
116997,Romance,Thriller,Thriller
61353,Comedy,Comedy,Comedy
2020,Comedy,Horror,Horror
9552,Horror,Horror,Horror
119775,Thriller,Drama,Drama
71095,Horror,Horror,Horror
75618,Action,Action,Action
108915,Comedy,Romance,Romance
119194,Drama,Documentary,Documentary
8233,Horror,Horror,Horror
3464,Horror,Thriller,Thriller
43599,Documentary,Documentary,Documentary
89870,Action,Crime,Crime
126044,Documentary,Documentary,Documentary
98332,Documentary,Documentary,Documentary
130942,Documentary,Horror,Horror
16505,Comedy,Comedy,Comedy
115147,Documentary,Documentary,Documentary
62805,Drama,Comedy,Comedy
7543,Romance,Romance,Romance
47255,Romance,Romance,Romance
114693,Drama,Documentary,Documentary
81581,Action,Comedy,Comedy
85040,Documentary,Documentary,Documentary
29720,Horror,Horror,Horror
450,Action,Adventure,Adventure
50764,Thriller,Thriller,Thriller
8607,Thriller,Thriller,Thriller
26336,Romance,Romance,Romance
26407,Documentary,Documentary,Documentary
110426,Documentary,Documentary,Documentary
80175,Drama,Horror,Horror
25963,Adventure,Action,Action
36096,Thriller,Thriller,Thriller
21275,Adventure,Documentary,Documentary
40153,Drama,Thriller,Thriller
65461,Documentary,Documentary,Documentary
27845,Comedy,Comedy,Comedy
6989,Romance,Romance,Romance
63034,Drama,Drama,Drama
1353,Adventure,Adventure,Adventure
71489,Sci-Fi,Action,Action
77860,Documentary,Comedy,Comedy
96162,Drama,Drama,Drama
60741,Documentary,Documentary,Documentary
76928,Documentary,Documentary,Documentary
8386,Action,Action,Action
3290,Action,Action,Action
32161,Drama,Drama,Drama
80187,Documentary,Documentary,Documentary
81338,Drama,Drama,Drama
19200,Documentary,Documentary,Documentary
125470,Comedy,Comedy,Comedy
37403,Comedy,Horror,Horror
61412,Comedy,Comedy,Comedy
117191,Thriller,Horror,Horror
9787,Thriller,Documentary,Documentary
1805,Romance,Drama,Drama
12272,Action,Sci-Fi,Sci-Fi
116365,Horror,Drama,Drama
3713,Romance,Action,Action
79332,Comedy,Comedy,Comedy
97220,Documentary,Documentary,Documentary
101017,Action,Drama,Drama
74549,Romance,Drama,Drama
2679,Sci-Fi,Action,Action
119663,Comedy,Comedy,Comedy
128595,Comedy,Comedy,Comedy
11069,Action,Action,Action
40278,Crime,Drama,Drama
108700,Documentary,Documentary,Documentary
42518,Horror,Horror,Horror
7879,Documentary,Thriller,Thriller
70166,Horror,Horror,Horror
98368,Comedy,Documentary,Documentary
130409,Horror,Horror,Horror
38504,Comedy,Comedy,Comedy
115417,Documentary,Documentary,Documentary
85422,Documentary,Comedy,Comedy
44886,Documentary,Comedy,Comedy
1432,Action,Comedy,Comedy
3313,Action,Action,Action
77117,Action,Documentary,Documentary
110089,Documentary,Documentary,Documentary
11147,Horror,Documentary,Documentary
30193,Horror,Horror,Horror
26341,Action,Action,Action
4364,Action,Horror,Horror
9509,Drama,Thriller,Thriller
116071,Comedy,Documentary,Documentary
20821,Drama,Drama,Drama
131030,Romance,Romance,Romance
131013,Horror,Horror,Horror
68324,Romance,Romance,Romance
38990,Romance,Drama,Drama
39093,Drama,Documentary,Documentary
7260,Romance,Romance,Romance
62032,Action,Action,Action
15938,Comedy,Drama,Drama
95592,Action,Action,Action
83908,Documentary,Documentary,Documentary
49580,Comedy,Drama,Drama
61335,Thriller,Thriller,Thriller
79678,Documentary,Documentary,Documentary
59274,Thriller,Drama,Drama
51479,Comedy,Comedy,Comedy
70752,Comedy,Comedy,Comedy
71904,Comedy,Comedy,Comedy
124942,Documentary,Documentary,Documentary
6290,Adventure,Action,Action
111196,Comedy,Comedy,Comedy
102801,Comedy,Comedy,Comedy
86686,Action,Action,Action
29831,Horror,Documentary,Documentary
9801,Documentary,Documentary,Documentary
75156,Action,Thriller,Thriller
13471,Drama,Drama,Drama
89,Documentary,Romance,Romance
77797,Comedy,Comedy,Comedy
78345,Documentary,Documentary,Documentary
130856,Comedy,Documentary,Documentary
97112,Documentary,Documentary,Documentary
1416,Action,Action,Action
77425,Comedy,Romance,Romance
15678,Documentary,Documentary,Documentary
100389,Documentary,Documentary,Documentary
6650,Documentary,Action,Action
7797,Horror,Drama,Drama
11859,Horror,Horror,Horror
72357,Documentary,Documentary,Documentary
76920,Documentary,Documentary,Documentary
92646,Horror,Horror,Horror
2338,Horror,Horror,Horror
35736,Horror,Documentary,Documentary
117889,Documentary,Drama,Drama
6796,Action,Action,Action
69047,Romance,Comedy,Comedy
64082,Documentary,Comedy,Comedy
70193,Action,Crime,Crime
16961,Comedy,Comedy,Comedy
1505,Horror,Horror,Horror
12366,Romance,Romance,Romance
123810,Comedy,Comedy,Comedy
38269,Comedy,Comedy,Comedy
113626,Horror,Horror,Horror
66556,Action,Action,Action
91811,Documentary,Documentary,Documentary
206,Adventure,Adventure,Adventure
82311,Thriller,Drama,Drama
55364,Comedy,Action,Action
59004,Drama,Drama,Drama
50696,Romance,Drama,Drama
14907,Comedy,Comedy,Comedy
59572,Adventure,Adventure,Adventure
9162,Horror,Action,Action
92890,Action,Drama,Drama
13694,Documentary,Horror,Horror
19887,Action,Action,Action
9468,Horror,Documentary,Documentary
1214,Action,Horror,Horror
46253,Drama,Documentary,Documentary
19007,Horror,Drama,Drama
29705,Documentary,Documentary,Documentary
17261,Documentary,Comedy,Comedy
101269,Comedy,Comedy,Comedy
7896,Thriller,Drama,Drama
126168,Drama,Drama,Drama
71414,Documentary,Documentary,Documentary
11165,Action,Action,Action
24209,Comedy,Comedy,Comedy
128389,Horror,Horror,Horror
123140,Horror,Horror,Horror
101616,Drama,Drama,Drama
122625,Documentary,Documentary,Documentary
115078,Horror,Horror,Horror
5882,Action,Action,Action
125038,Documentary,Documentary,Documentary
26087,Drama,Drama,Drama
111463,Action,Documentary,Documentary
3354,Action,Horror,Horror
97540,Horror,Horror,Horror
22531,Action,Action,Action
66716,Horror,Horror,Horror
17144,Drama,Drama,Drama
103804,Documentary,Documentary,Documentary
116307,Drama,Drama,Drama
52402,Documentary,Documentary,Documentary
60185,Drama,Drama,Drama
95438,Documentary,Documentary,Documentary
8548,Documentary,Documentary,Documentary
66736,Sci-Fi,Drama,Drama
106908,Comedy,Drama,Drama
26378,Thriller,Thriller,Thriller
42291,Drama,Drama,Drama
10219,Drama,Documentary,Documentary
130063,Comedy,Comedy,Comedy
108400,Comedy,Comedy,Comedy
6924,Horror,Horror,Horror
109183,Documentary,Documentary,Documentary
36704,Comedy,Comedy,Comedy
112028,Action,Comedy,Comedy
71333,Documentary,Comedy,Comedy
10666,Action,Action,Action
22248,Documentary,Documentary,Documentary
99824,Documentary,Documentary,Documentary
13499,Romance,Comedy,Comedy
95454,Comedy,Thriller,Thriller
114616,Thriller,Thriller,Thriller
99106,Drama,Horror,Horror
50817,Comedy,Comedy,Comedy
127744,Action,Action,Action
56756,Documentary,Documentary,Documentary
2720,Romance,Action,Action
1943,Sci-Fi,Horror,Horror
24408,Horror,Horror,Horror
5664,Drama,Comedy,Comedy
914,Action,Horror,Horror
126474,Documentary,Documentary,Documentary
18894,Adventure,Documentary,Documentary
58363,Romance,Documentary,Documentary
85282,Comedy,Comedy,Comedy
90040,Documentary,Documentary,Documentary
81745,Drama,Thriller,Thriller
72571,Comedy,Comedy,Comedy
13474,Documentary,Documentary,Documentary
71038,Documentary,Documentary,Documentary
9651,Documentary,Drama,Drama
2392,Horror,Horror,Horror
47456,Comedy,Comedy,Comedy
11407,Horror,Horror,Horror
96843,Documentary,Documentary,Documentary
61319,Comedy,Comedy,Comedy
92618,Drama,Romance,Romance
34166,Horror,Drama,Drama
76886,Comedy,Drama,Drama
102004,Horror,Horror,Horror
76644,Documentary,Horror,Horror
67609,Horror,Horror,Horror
8138,Action,Thriller,Thriller
1624,Comedy,Comedy,Comedy
117548,Drama,Comedy,Comedy
107874,Documentary,Comedy,Comedy
57027,Adventure,Comedy,Comedy
60055,Drama,Documentary,Documentary
54830,Horror,Horror,Horror
52527,Drama,Documentary,Documentary
114255,Comedy,Horror,Horror
18460,Horror,Horror,Horror
98145,Drama,Documentary,Documentary
10191,Action,Romance,Romance
86922,Comedy,Adventure,Adventure
60164,Action,Horror,Horror
126568,Documentary,Thriller,Thriller
60656,Comedy,Comedy,Comedy
54374,Comedy,Documentary,Documentary
75732,Comedy,Comedy,Comedy
81406,Documentary,Documentary,Documentary
115640,Drama,Documentary,Documentary
94334,Drama,Drama,Drama
130360,Drama,Documentary,Documentary
41121,Horror,Horror,Horror
21656,Drama,Drama,Drama
104093,Documentary,Horror,Horror
16170,Drama,Drama,Drama
5961,Documentary,Horror,Horror
61365,Comedy,Comedy,Comedy
30334,Comedy,Documentary,Documentary
39089,Comedy,Comedy,Comedy
7126,Romance,Documentary,Documentary
86544,Comedy,Comedy,Comedy
34470,Horror,Horror,Horror
19497,Documentary,Documentary,Documentary
26583,Comedy,Comedy,Comedy
87513,Action,Comedy,Comedy
127875,Action,Drama,Drama
113042,Documentary,Documentary,Documentary
85675,Documentary,Documentary,Documentary
49050,Action,Action,Action
3236,Thriller,Thriller,Thriller
22816,Documentary,Drama,Drama
40506,Comedy,Comedy,Comedy
69828,Action,Action,Action
107904,Thriller,Horror,Horror
12112,Documentary,Drama,Drama
302,Horror,Horror,Horror
54572,Documentary,Documentary,Documentary
10214,Comedy,Comedy,Comedy
77066,Documentary,Documentary,Documentary
93161,Documentary,Drama,Drama
9884,Comedy,Comedy,Comedy
87573,Horror,Drama,Drama
2422,Horror,Horror,Horror
92645,Action,Action,Action
85484,Comedy,Comedy,Comedy
58626,Drama,Drama,Drama
64842,Documentary,Thriller,Thriller
124718,Adventure,Documentary,Documentary
9702,Comedy,Comedy,Comedy
125233,Comedy,Documentary,Documentary
77610,Horror,Thriller,Thriller
123067,Documentary,Documentary,Documentary
13972,Thriller,Thriller,Thriller
4277,Crime,Adventure,Adventure
6228,Action,Romance,Romance
78048,Comedy,Comedy,Comedy
124275,Thriller,Thriller,Thriller
90414,Drama,Drama,Drama
65343,Thriller,Thriller,Thriller
47928,Romance,Drama,Drama
79637,Drama,Romance,Romance
42282,Comedy,Comedy,Comedy
127486,Comedy,Comedy,Comedy
64186,Comedy,Comedy,Comedy
39385,Comedy,Drama,Drama
41662,Romance,Drama,Drama
80325,Documentary,Action,Action
129438,Documentary,Drama,Drama
81192,Comedy,Drama,Drama
7582,Action,Action,Action
28258,Horror,Horror,Horror
108820,Comedy,Comedy,Comedy
1202,Action,Documentary,Documentary
126183,Documentary,Documentary,Documentary
98729,Horror,Drama,Drama
119496,Documentary,Documentary,Documentary
46382,Comedy,Comedy,Comedy
57692,Comedy,Documentary,Documentary
1680,Romance,Drama,Drama
4235,Action,Horror,Horror
106689,Documentary,Comedy,Comedy
103822,Horror,Documentary,Documentary
11192,Horror,Horror,Horror
59554,Comedy,Comedy,Comedy
59153,Documentary,Drama,Drama
121325,Comedy,Documentary,Documentary
47894,Drama,Drama,Drama
61542,Documentary,Documentary,Documentary
112534,Comedy,Comedy,Comedy
56966,Comedy,Comedy,Comedy
12297,Comedy,Comedy,Comedy
77565,Documentary,Documentary,Documentary
83591,Comedy,Documentary,Documentary
102061,Romance,Comedy,Comedy
58574,Comedy,Comedy,Comedy
76173,Documentary,Documentary,Documentary
37378,Comedy,Comedy,Comedy
107211,Comedy,Comedy,Comedy
5872,Action,Horror,Horror
5157,Action,Adventure,Adventure
111582,Action,Action,Action
8509,Action,Thriller,Thriller
79985,Documentary,Documentary,Documentary
17849,Documentary,Documentary,Documentary
123587,Comedy,Comedy,Comedy
35972,Thriller,Horror,Horror
121709,Comedy,Comedy,Comedy
77987,Horror,Documentary,Documentary
109135,Documentary,Documentary,Documentary
90263,Documentary,Documentary,Documentary
87246,Horror,Horror,Horror
108046,Comedy,Drama,Drama
102166,Comedy,Drama,Drama
64249,Documentary,Documentary,Documentary
125986,Documentary,Documentary,Documentary
74083,Documentary,Documentary,Documentary
45787,Horror,Thriller,Thriller
107225,Horror,Horror,Horror
15917,Comedy,Comedy,Comedy
63143,Documentary,Documentary,Documentary
9082,Romance,Romance,Romance
2029,Adventure,Adventure,Adventure
73173,Comedy,Comedy,Comedy
9537,Horror,Horror,Horror
92289,Documentary,Documentary,Documentary
120311,Drama,Drama,Drama
10414,Comedy,Drama,Drama
11927,Romance,Comedy,Comedy
102399,Horror,Horror,Horror
9593,Thriller,Horror,Horror
40480,Horror,Horror,Horror
97352,Comedy,Documentary,Documentary
60413,Documentary,Documentary,Documentary
26125,Horror,Horror,Horror
73307,Documentary,Documentary,Documentary
109221,Comedy,Comedy,Comedy
56617,Action,Comedy,Comedy
130040,Documentary,Documentary,Documentary
21889,Sci-Fi,Documentary,Documentary
10427,Documentary,Documentary,Documentary
51710,Thriller,Thriller,Thriller
26167,Thriller,Thriller,Thriller
109594,Comedy,Comedy,Comedy
30655,Documentary,Thriller,Thriller
121456,Comedy,Comedy,Comedy
30308,Comedy,Comedy,Comedy
97095,Comedy,Comedy,Comedy
118579,Documentary,Documentary,Documentary
109799,Comedy,Comedy,Comedy
44621,Drama,Drama,Drama
79194,Documentary,Documentary,Documentary
129845,Comedy,Comedy,Comedy
87609,Documentary,Documentary,Documentary
79057,Documentary,Horror,Horror
58425,Comedy,Comedy,Comedy
95522,Horror,Horror,Horror
47538,Documentary,Documentary,Documentary
127474,Documentary,Documentary,Documentary
61169,Romance,Drama,Drama
80089,Action,Horror,Horror
2019,Horror,Documentary,Documentary
117326,Documentary,Documentary,Documentary
127290,Comedy,Documentary,Documentary
88541,Documentary,Documentary,Documentary
10056,Documentary,Documentary,Documentary
82502,Drama,Documentary,Documentary
111556,Comedy,Comedy,Comedy
49233,Documentary,Documentary,Documentary
93229,Documentary,Documentary,Documentary
123414,Horror,Documentary,Documentary
44835,Adventure,Drama,Drama
44943,Comedy,Comedy,Comedy
106746,Comedy,Comedy,Comedy
11968,Comedy,Documentary,Documentary
4187,Adventure,Action,Action
122283,Documentary,Horror,Horror
48030,Horror,Horror,Horror
125039,Documentary,Documentary,Documentary
82335,Action,Thriller,Thriller
105499,Comedy,Comedy,Comedy
118270,Adventure,Documentary,Documentary
99546,Comedy,Comedy,Comedy
34504,Comedy,Comedy,Comedy
116478,Drama,Romance,Romance
6071,Action,Action,Action
12082,Horror,Thriller,Thriller
10923,Horror,Horror,Horror
77248,Horror,Horror,Horror
8059,Horror,Horror,Horror
80213,Horror,Horror,Horror
8913,Horror,Horror,Horror
9366,Drama,Documentary,Documentary
21373,Comedy,Comedy,Comedy
124039,Thriller,Thriller,Thriller
35891,Documentary,Comedy,Comedy
16911,Comedy,Comedy,Comedy
7504,Horror,Horror,Horror
16699,Documentary,Drama,Drama
127006,Horror,Documentary,Documentary
12674,Drama,Documentary,Documentary
130048,Drama,Drama,Drama
119970,Romance,Romance,Romance
84463,Horror,Horror,Horror
4409,Thriller,Horror,Horror
10415,Horror,Horror,Horror
64168,Romance,Romance,Romance
87874,Documentary,Documentary,Documentary
7038,Action,Action,Action
7720,Horror,Horror,Horror
7501,Documentary,Documentary,Documentary
75483,Action,Horror,Horror
62335,Action,Horror,Horror
130327,Horror,Thriller,Thriller
105699,Drama,Drama,Drama
101541,Documentary,Documentary,Documentary
88223,Comedy,Comedy,Comedy
59273,Comedy,Documentary,Documentary
67940,Documentary,Horror,Horror
52326,Horror,Horror,Horror
95939,Comedy,Comedy,Comedy
50940,Adventure,Romance,Romance
55146,Documentary,Thriller,Thriller
82185,Documentary,Comedy,Comedy
6911,Adventure,Adventure,Adventure
30583,Comedy,Comedy,Comedy
107584,Action,Thriller,Thriller
63771,Documentary,Documentary,Documentary
62951,Thriller,Comedy,Comedy
31824,Horror,Horror,Horror
25914,Comedy,Comedy,Comedy
110626,Action,Action,Action
12809,Horror,Horror,Horror
46035,Documentary,Documentary,Documentary
27904,Documentary,Documentary,Documentary
87981,Comedy,Documentary,Documentary
2055,Adventure,Adventure,Adventure
9938,Horror,Horror,Horror
8072,Horror,Horror,Horror
101342,Romance,Action,Action
83289,Documentary,Documentary,Documentary
118188,Documentary,Horror,Horror
75414,Horror,Horror,Horror
1900,Horror,Horror,Horror
60111,Documentary,Romance,Romance
110919,Documentary,Documentary,Documentary
15781,Comedy,Comedy,Comedy
68780,Documentary,Documentary,Documentary
93754,Documentary,Documentary,Documentary
119732,Comedy,Comedy,Comedy
9426,Horror,Horror,Horror
10710,Documentary,Documentary,Documentary
84531,Documentary,Documentary,Documentary
92233,Documentary,Horror,Horror
72112,Action,Thriller,Thriller
52209,Documentary,Documentary,Documentary
87649,Adventure,Horror,Horror
46143,Horror,Horror,Horror
67719,Documentary,Documentary,Documentary
99990,Comedy,Comedy,Comedy
8842,Romance,Romance,Romance
31442,Documentary,Documentary,Documentary
19383,Comedy,Comedy,Comedy
77588,Comedy,Comedy,Comedy
37059,Comedy,Comedy,Comedy
108689,Horror,Horror,Horror
63798,Horror,Horror,Horror
1732,Horror,Horror,Horror
44545,Romance,Romance,Romance
88162,Horror,Horror,Horror
5206,Documentary,Horror,Horror
34663,Comedy,Comedy,Comedy
15046,Horror,Thriller,Thriller
117734,Drama,Thriller,Thriller
38769,Documentary,Thriller,Thriller
8093,Horror,Horror,Horror
923,Horror,Adventure,Adventure
41295,Comedy,Comedy,Comedy
72683,Horror,Horror,Horror
100313,Comedy,Horror,Horror
123314,Comedy,Documentary,Documentary
8633,Horror,Horror,Horror
115690,Romance,Romance,Romance
127413,Documentary,Drama,Drama
110017,Action,Action,Action
68477,Action,Documentary,Documentary
16346,Comedy,Comedy,Comedy
57480,Drama,Documentary,Documentary
105626,Documentary,Documentary,Documentary
114183,Romance,Romance,Romance
65509,Documentary,Drama,Drama
87903,Comedy,Comedy,Comedy
99267,Documentary,Documentary,Documentary
782,Adventure,Adventure,Adventure
117174,Comedy,Comedy,Comedy
11304,Horror,Horror,Horror
130963,Comedy,Comedy,Comedy
131416,Documentary,Documentary,Documentary
89753,Documentary,Horror,Horror
815,Sci-Fi,Adventure,Adventure
123920,Documentary,Documentary,Documentary
120302,Thriller,Sci-Fi,Sci-Fi
99556,Documentary,Documentary,Documentary
5465,Romance,Romance,Romance
122253,Drama,Horror,Horror
21681,Comedy,Sci-Fi,Sci-Fi
108217,Action,Drama,Drama
60215,Adventure,Documentary,Documentary
111121,Thriller,Thriller,Thriller
87435,Comedy,Comedy,Comedy
7152,Documentary,Horror,Horror
91165,Comedy,Comedy,Comedy
116217,Documentary,Documentary,Documentary
5293,Horror,Horror,Horror
9721,Comedy,Comedy,Comedy
16136,Documentary,Documentary,Documentary
102990,Comedy,Comedy,Comedy
74444,Documentary,Documentary,Documentary
84927,Comedy,Comedy,Comedy
42764,Comedy,Comedy,Comedy
126759,Documentary,Comedy,Comedy
47953,Horror,Thriller,Thriller
3100,Thriller,Romance,Romance
4178,Action,Action,Action
119803,Comedy,Comedy,Comedy
279,Adventure,Romance,Romance
123064,Romance,Romance,Romance
21335,Comedy,Comedy,Comedy
130332,Documentary,Documentary,Documentary
74542,Horror,Documentary,Documentary
130217,Adventure,Documentary,Documentary
68541,Comedy,Comedy,Comedy
93785,Action,Action,Action
103567,Sci-Fi,Sci-Fi,Sci-Fi
65662,Horror,Horror,Horror
91521,Thriller,Horror,Horror
38810,Documentary,Documentary,Documentary
7214,Horror,Thriller,Thriller
4137,Action,Adventure,Adventure
54013,Romance,Drama,Drama
104882,Action,Documentary,Documentary
70036,Thriller,Horror,Horror
1569,Action,Adventure,Adventure
83997,Documentary,Documentary,Documentary
2869,Horror,Horror,Horror
74185,Comedy,Comedy,Comedy
63920,Adventure,Crime,Crime
13395,Comedy,Comedy,Comedy
85537,Horror,Horror,Horror
122694,Romance,Drama,Drama
74490,Drama,Drama,Drama
48055,Horror,Horror,Horror
41204,Romance,Drama,Drama
101394,Horror,Horror,Horror
101384,Comedy,Comedy,Comedy
7484,Horror,Horror,Horror
5705,Action,Action,Action
68497,Drama,Documentary,Documentary
63377,Thriller,Horror,Horror
26851,Comedy,Comedy,Comedy
77709,Documentary,Documentary,Documentary
72933,Thriller,Documentary,Documentary
67112,Romance,Romance,Romance
28390,Comedy,Comedy,Comedy
104067,Documentary,Documentary,Documentary
41939,Comedy,Comedy,Comedy
91239,Action,Romance,Romance
56239,Drama,Documentary,Documentary
95838,Action,Drama,Drama
50019,Drama,Drama,Drama
14939,Documentary,Documentary,Documentary
82579,Comedy,Drama,Drama
36501,Comedy,Comedy,Comedy
81723,Sci-Fi,Sci-Fi,Sci-Fi
2190,Horror,Adventure,Adventure
105052,Documentary,Documentary,Documentary
110343,Comedy,Comedy,Comedy
64136,Documentary,Documentary,Documentary
84683,Documentary,Documentary,Documentary
110993,Horror,Comedy,Comedy
97887,Documentary,Documentary,Documentary
121457,Comedy,Comedy,Comedy
4282,Documentary,Documentary,Documentary
103355,Sci-Fi,Documentary,Documentary
73197,Comedy,Comedy,Comedy
112541,Romance,Comedy,Comedy
94402,Comedy,Comedy,Comedy
103453,Documentary,Documentary,Documentary
55432,Action,Comedy,Comedy
78147,Documentary,Documentary,Documentary
116961,Drama,Thriller,Thriller
11824,Romance,Romance,Romance
58630,Documentary,Horror,Horror
99477,Horror,Action,Action
47130,Comedy,Comedy,Comedy
79118,Documentary,Documentary,Documentary
79310,Action,Action,Action
16123,Action,Horror,Horror
12573,Horror,Action,Action
23142,Crime,Documentary,Documentary
79769,Thriller,Thriller,Thriller
16541,Documentary,Documentary,Documentary
6959,Romance,Romance,Romance
69682,Comedy,Comedy,Comedy
45811,Documentary,Documentary,Documentary
104008,Drama,Romance,Romance
31434,Romance,Drama,Drama
70799,Adventure,Adventure,Adventure
31052,Documentary,Documentary,Documentary
57805,Horror,Horror,Horror
107758,Comedy,Comedy,Comedy
90183,Drama,Comedy,Comedy
5773,Action,Comedy,Comedy
36873,Documentary,Documentary,Documentary
49472,Comedy,Comedy,Comedy
25696,Drama,Drama,Drama
478,Adventure,Romance,Romance
96939,Documentary,Documentary,Documentary
59369,Drama,Documentary,Documentary
14034,Documentary,Documentary,Documentary
10947,Horror,Horror,Horror
98245,Documentary,Documentary,Documentary
122899,Comedy,Comedy,Comedy
108938,Horror,Action,Action
98824,Drama,Drama,Drama
124193,Comedy,Comedy,Comedy
70243,Horror,Horror,Horror
51314,Action,Action,Action
47570,Horror,Horror,Horror
12096,Horror,Action,Action
116844,Thriller,Action,Action
513,Documentary,Documentary,Documentary
76940,Documentary,Romance,Romance
76999,Action,Drama,Drama
74000,Horror,Horror,Horror
41019,Horror,Horror,Horror
93970,Documentary,Drama,Drama
2811,Horror,Horror,Horror
91010,Documentary,Documentary,Documentary
105346,Romance,Romance,Romance
60756,Thriller,Thriller,Thriller
111927,Action,Horror,Horror
70037,Documentary,Documentary,Documentary
9615,Comedy,Comedy,Comedy
59602,Documentary,Thriller,Thriller
95136,Horror,Horror,Horror
